latitude,longitude,rain_last_1h_peak,rain_last_24h,rain_last_72h,rain_last_7days,rain_next_72h,elevation,slope,distanceFromRiver,distanceFromSea,riverInfluenceScore,coastalInfluenceScore,soilFactor,terrainRoughness,urbanFloodFactor,historicalFloodScore,susceptibilityScore,triggerFactor,riskProbability,confidenceScore,riskLevel,createdAt
21,78.5,4,31,66,169,37,425,1.5258338053468083,2.931069923312985,999,2,0,1.2,19,1,1,3.68,1.2,67,60,MEDIUM,Fri Mar 27 2026 13:40:44 GMT+0530 (India Standard Time)
22,78,10,28,51,198,21,484,4.822183174584534,6.936466106699753,999,2,0,1.2,38,1,1,3.08,0.8999999999999999,53,40,MEDIUM,Fri Mar 27 2026 13:41:42 GMT+0530 (India Standard Time)
21,78.4,5,21,57,184,36,371,0.811470860967096,15,999,1,0,1.2,12,1,0,3.88,0.6,54,40,MEDIUM,Fri Mar 27 2026 13:42:42 GMT+0530 (India Standard Time)
22.8,75.4,3,14,62,148,21,512,0.5251393598147771,3.873678082442376,999,2,0,1.2,4,1,1,5.28,0.8999999999999999,75,40,HIGH,Fri Mar 27 2026 13:44:30 GMT+0530 (India Standard Time)
23,78,3,21,42,99,20,375,2.6078718498969606,3.132289266746932,999,2,0,1.2,25,1,0,3.08,0.3,38,40,LOW,Fri Mar 27 2026 13:45:51 GMT+0530 (India Standard Time)
21.5,77.5,7,17,48,120,26,1033,0.71604610513551,14.510321323564808,999,1,0,1.2,16,1,0,1.4400000000000002,0.6,29,40,LOW,Fri Mar 27 2026 13:46:00 GMT+0530 (India Standard Time)
22.5,77.5,5,15,39,129,26,308,0.23872092132242065,2.025525654600412,999,2,0,1.2,9,1,1,4.68,0.6,62,40,MEDIUM,Fri Mar 27 2026 13:46:19 GMT+0530 (India Standard Time)
22.6,75.4,5,14,67,71,16,556,0.23872622560312784,12.542770118195412,999,1,0,1.2,3,1,0,4.4799999999999995,0.6,60,40,MEDIUM,Fri Mar 27 2026 13:49:53 GMT+0530 (India Standard Time)
22.6,77.5,3,16,34,137,12,300,0.28645661955796903,2.9378334189299484,999,2,0,1.2,3,1,1,5.28,0.6,68,40,MEDIUM,Fri Mar 27 2026 13:50:01 GMT+0530 (India Standard Time)
22,76,8,20,44,96,26,338,1.429921024518991,8.538176706533005,999,1,0,1.2,19,1,1,3.88,0.3,46,40,MEDIUM,Fri Mar 27 2026 13:50:14 GMT+0530 (India Standard Time)
21.4,77.5,6,15,65,147,14,634,6.920062029543109,999,999,0,0,1.2,95,1,1,0.48,0.8999999999999999,27,40,LOW,Fri Mar 27 2026 13:50:42 GMT+0530 (India Standard Time)
22.5,75.4,6,24,61,116,18,553,0.7637542449961426,2.88183867658983,999,2,0,1.2,6,1,1,5.28,0.8999999999999999,75,40,HIGH,Fri Mar 27 2026 13:52:04 GMT+0530 (India Standard Time)
21.3,77.5,3,21,34,122,25,394,0.23871031346804716,15,999,1,0,1.2,2,1,0,4.4799999999999995,0.6,60,40,MEDIUM,Fri Mar 27 2026 13:52:11 GMT+0530 (India Standard Time)
22.4,77.5,7,23,50,134,14,329,0.09549261217984373,12.341341639174976,999,1,0,1.2,4,1,1,4.4799999999999995,0.6,60,40,MEDIUM,Fri Mar 27 2026 13:52:24 GMT+0530 (India Standard Time)
21.3,77.4,7,24,58,132,12,478,1.0492078233382014,7.292125995033637,999,2,0,1.2,5,1,0,5.28,0.6,68,40,MEDIUM,Fri Mar 27 2026 13:53:43 GMT+0530 (India Standard Time)
22.3,77.5,3,14,58,113,18,463,3.3081988629119743,9.506026800381475,999,1,0,1.2,22,1,1,2.2800000000000002,0.6,38,40,LOW,Fri Mar 27 2026 13:53:56 GMT+0530 (India Standard Time)
26.9,70.9,4,10,31,73,10,228,0.19098310236451274,14.060081446221039,999,1,0,1.2,1,1,1,5.4799999999999995,0.3,62,40,MEDIUM,Fri Mar 27 2026 13:56:27 GMT+0530 (India Standard Time)
25.2,79.5,3,11,31,72,11,214,0.5251160349741032,15.18130912555768,999,1,0,1.2,2,1,1,5.4799999999999995,0.3,62,40,MEDIUM,Fri Mar 27 2026 13:56:34 GMT+0530 (India Standard Time)
34.1,77.5,4,12,31,77,10,3466,11.164606360366893,6.319393956094208,999,2,0,1.2,86,1,0,1.04,0.3,18,40,LOW,Fri Mar 27 2026 13:56:48 GMT+0530 (India Standard Time)
21.3,78.2,4,11,32,74,10,403,2.375948950396955,5.82009789353152,999,2,0,1.2,27,1,0,3.08,0.3,38,40,LOW,Fri Mar 27 2026 13:58:19 GMT+0530 (India Standard Time)
21.4,78.4,4,14,30,74,10,376,0.28646616641475514,15,999,1,0,1.2,5,1,0,4.4799999999999995,0.3,52,40,MEDIUM,Fri Mar 27 2026 13:59:02 GMT+0530 (India Standard Time)
21.7,78.3,3,13,33,76,10,665,1.9060073397700161,8.893202737764575,999,1,0,1.2,5,1,0,3.08,0.3,38,40,LOW,Fri Mar 27 2026 13:59:13 GMT+0530 (India Standard Time)
21.6,78.1,4,14,33,74,10,694,0.38193226072603226,7.183518077180716,999,2,0,1.2,3,1,0,4.4799999999999995,0.3,52,40,MEDIUM,Fri Mar 27 2026 13:59:34 GMT+0530 (India Standard Time)
21.8,78.5,4,11,32,70,10,642,3.1352347156583082,12.655018409612083,999,1,0,1.2,5,1,1,3.08,0.3,38,40,LOW,Fri Mar 27 2026 14:00:04 GMT+0530 (India Standard Time)
22.3,78.4,4,11,33,71,10,300,3,11.57317975736798,999,1,0,1.2,5,1,1,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 14:00:46 GMT+0530 (India Standard Time)
22.2,78.2,4,14,32,71,11,300,3,4.266406515602628,999,2,0,1.2,5,1,0,4.28,0.3,50,40,MEDIUM,Fri Mar 27 2026 14:01:02 GMT+0530 (India Standard Time)
22.1,77.9,4,11,30,76,11,619,1.9494036666257823,999,999,0,0,1.2,5,1,1,2.6799999999999997,0.3,34,40,LOW,Fri Mar 27 2026 14:01:39 GMT+0530 (India Standard Time)
22.5,78.1,3,14,31,76,11,300,3,6.4025937345777635,999,2,0,1.2,5,1,1,4.28,0.3,50,40,MEDIUM,Fri Mar 27 2026 14:01:42 GMT+0530 (India Standard Time)
22.9,77.8,3,11,33,70,10,300,3,5.132910709882428,999,2,0,1.2,5,1,0,4.28,0.3,50,40,MEDIUM,Fri Mar 27 2026 14:01:48 GMT+0530 (India Standard Time)
22.4,77.7,4,10,31,71,11,300,3,11.295473523179659,999,1,0,1.2,5,1,1,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 14:01:58 GMT+0530 (India Standard Time)
22.7,77.6,3,11,30,73,11,300,3,8.274397222225193,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 14:02:19 GMT+0530 (India Standard Time)
22.6,77.9,4,10,33,74,10,300,3,8.935075032178673,999,1,0,1.2,5,1,1,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 14:02:42 GMT+0530 (India Standard Time)
22.8,78,3,12,32,76,10,300,3,5.183464643104558,999,2,0,1.2,5,1,1,4.28,0.3,50,40,MEDIUM,Fri Mar 27 2026 14:03:09 GMT+0530 (India Standard Time)
21.4,81.4,3,10,31,75,10,300,3,7.713557551482208,999,2,0,1.2,5,1,0,4.28,0.3,50,40,MEDIUM,Fri Mar 27 2026 14:03:33 GMT+0530 (India Standard Time)
21.5,81.2,3,10,30,77,10,300,3,12.653847926695557,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 14:03:48 GMT+0530 (India Standard Time)
22.85,78.2,3,11,32,73,10,300,3,7.896122255109027,999,2,0,1.2,5,1,1,4.28,0.3,50,40,MEDIUM,Fri Mar 27 2026 14:04:07 GMT+0530 (India Standard Time)
21.6,81,3,14,30,70,11,300,3,15,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 14:04:20 GMT+0530 (India Standard Time)
21.45,81.6,4,13,31,76,10,300,3,9.97872876939408,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 14:04:32 GMT+0530 (India Standard Time)
21.55,81.45,4,10,33,73,10,300,3,5.611957950731651,999,2,0,1.2,5,1,1,4.28,0.3,50,40,MEDIUM,Fri Mar 27 2026 14:04:50 GMT+0530 (India Standard Time)
17.6,78.2,4,14,33,73,11,300,3,0.7020079466561748,999,3,0,1.2,5,1,1,5.08,0.3,58,40,MEDIUM,Fri Mar 27 2026 14:04:52 GMT+0530 (India Standard Time)
17.7,78,3,10,31,77,10,300,3,5.427848899774722,999,2,0,1.2,5,1,1,4.28,0.3,50,40,MEDIUM,Fri Mar 27 2026 14:05:09 GMT+0530 (India Standard Time)
17.65,78.4,4,11,30,75,11,300,3,14.649446983047671,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 14:05:33 GMT+0530 (India Standard Time)
17.55,78.1,4,11,32,75,10,300,3,11.748052472949608,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 14:05:44 GMT+0530 (India Standard Time)
17.5,78.3,4,14,31,77,10,300,3,15,999,1,0,1.2,5,1,1,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 14:05:58 GMT+0530 (India Standard Time)
26.916,70.708,1,3,3,7,2,300,3,16.656301338854853,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 14:12:02 GMT+0530 (India Standard Time)
26.916,70.308,1,3,3,8,2,300,3,15,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 14:12:11 GMT+0530 (India Standard Time)
26.916,70.908,1,1,4,9,2,300,3,15,999,1,0,1.2,5,1,1,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 14:12:23 GMT+0530 (India Standard Time)
26.916,70.508,1,2,3,7,2,300,3,15,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 14:12:42 GMT+0530 (India Standard Time)
26.916,70.108,1,2,4,8,1,300,3,15,999,1,0,1.2,5,1,1,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 14:14:08 GMT+0530 (India Standard Time)
27.2,71.3,0,0,1,2,1,300,3,15,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 14:27:12 GMT+0530 (India Standard Time)
27.3,71,0,0,1,2,0,300,3,15,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 14:28:04 GMT+0530 (India Standard Time)
25.3,79.8,0,0,1,2,0,300,3,24.714894969833434,999,0,0,1.2,5,1,1,2.6799999999999997,0.3,34,40,LOW,Fri Mar 27 2026 14:28:18 GMT+0530 (India Standard Time)
25.1,79.2,0,0,1,2,1,300,3,15,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 14:28:38 GMT+0530 (India Standard Time)
24.9,79.4,0,0,0,2,1,300,3,6.570104583873098,999,2,0,1.2,5,1,1,4.28,0.3,50,40,MEDIUM,Fri Mar 27 2026 14:29:04 GMT+0530 (India Standard Time)
25.4,79.1,0,0,0,2,1,300,3,7.255748328258863,999,2,0,1.2,5,1,0,4.28,0.3,50,40,MEDIUM,Fri Mar 27 2026 14:29:17 GMT+0530 (India Standard Time)
25.4,79.8,0,0,1,2,0,300,3,15,999,1,0,1.2,5,1,1,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 14:31:09 GMT+0530 (India Standard Time)
34.253,77.577,0,0,0,0,1,300,3,15,999,1,0,1.2,5,1,1,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 14:32:30 GMT+0530 (India Standard Time)
34.253,77.577,0,0,0,2,0,300,3,3.3264373314935503,999,2,0,1.2,5,1,0,4.28,0.3,50,40,MEDIUM,Fri Mar 27 2026 14:32:32 GMT+0530 (India Standard Time)
34.053,77.577,0,0,0,2,0,300,3,6.822759834102694,999,2,0,1.2,5,1,0,4.28,0.3,50,40,MEDIUM,Fri Mar 27 2026 14:32:36 GMT+0530 (India Standard Time)
34.153,77.677,0,0,1,2,0,300,3,11.132039715706087,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 14:33:08 GMT+0530 (India Standard Time)
34.153,77.477,0,0,1,1,1,300,6,8.417278415433335,999,1,0,1.2,5,1,1,2.48,0.3,32,40,LOW,Fri Mar 27 2026 14:35:25 GMT+0530 (India Standard Time)
34.353,77.777,0,0,0,0,1,300,6,14.758820890023916,999,1,0,1.2,5,1,0,2.48,0.3,32,40,LOW,Fri Mar 27 2026 14:35:32 GMT+0530 (India Standard Time)
34.053,77.377,0,0,0,2,0,300,6,12.937522762713902,999,1,0,1.2,5,1,0,2.48,0.3,32,40,LOW,Fri Mar 27 2026 14:35:53 GMT+0530 (India Standard Time)
34.353,77.377,0,0,0,1,1,300,6,20.446390348774003,999,0,0,1.2,5,1,1,1.68,0.3,24,40,LOW,Fri Mar 27 2026 14:51:30 GMT+0530 (India Standard Time)
34.153,77.377,0,0,0,1,0,300,6,6.615072757671051,999,2,0,1.2,5,1,0,3.2800000000000002,0.3,40,40,MEDIUM,Fri Mar 27 2026 14:51:52 GMT+0530 (India Standard Time)
34.053,77.277,0,0,1,2,1,300,6,7.647432967755387,999,2,0,1.2,5,1,0,3.2800000000000002,0.3,40,40,MEDIUM,Fri Mar 27 2026 14:52:13 GMT+0530 (India Standard Time)
34.453,77.877,0,0,1,0,0,300,6,17.923790643828212,999,1,0,1.2,5,1,0,2.48,0.3,32,40,LOW,Fri Mar 27 2026 14:52:33 GMT+0530 (India Standard Time)
32.246,78.035,0,0,0,0,1,300,6,1.379462878718692,999,3,0,1.2,5,1,1,4.08,0.3,48,40,MEDIUM,Fri Mar 27 2026 14:54:00 GMT+0530 (India Standard Time)
32.146,77.935,0,0,0,2,0,300,6,5.940400679115517,999,2,0,1.2,5,1,1,3.2800000000000002,0.3,40,40,MEDIUM,Fri Mar 27 2026 14:54:11 GMT+0530 (India Standard Time)
32.346,78.235,0,0,0,1,1,300,6,11.113780661760952,999,1,0,1.2,5,1,1,2.48,0.3,32,40,LOW,Fri Mar 27 2026 14:54:30 GMT+0530 (India Standard Time)
32.446,78.135,0,0,0,1,0,300,6,7.70928424823687,999,2,0,1.2,5,1,0,3.2800000000000002,0.3,40,40,MEDIUM,Fri Mar 27 2026 14:56:02 GMT+0530 (India Standard Time)
27.6,71.2,0,0,1,2,0,300,6,999,999,0,0,1.2,5,1,1,1.68,0.3,24,40,LOW,Fri Mar 27 2026 14:56:32 GMT+0530 (India Standard Time)
27.8,70.9,0,0,0,1,1,300,6,999,999,0,0,1.2,5,1,1,1.68,0.3,24,40,LOW,Fri Mar 27 2026 14:56:32 GMT+0530 (India Standard Time)
27.4,70.5,0,0,1,0,1,300,6,999,999,0,0,1.2,5,1,1,1.68,0.3,24,40,LOW,Fri Mar 27 2026 14:56:33 GMT+0530 (India Standard Time)
27.1,70.2,0,0,1,1,0,300,6,999,999,0,0,1.2,5,1,1,1.68,0.3,24,40,LOW,Fri Mar 27 2026 14:58:45 GMT+0530 (India Standard Time)
15.4,76.1,0,0,0,2,1,300,6,2.489971153463054,999,2,0,1.2,5,1,1,3.2800000000000002,0.3,40,40,MEDIUM,Fri Mar 27 2026 15:00:37 GMT+0530 (India Standard Time)
15.8,75.9,0,0,1,0,0,610,0.42965629576453473,7.591645887489881,999,2,0,1.2,5,1,1,4.4799999999999995,0.3,52,40,MEDIUM,Fri Mar 27 2026 15:00:42 GMT+0530 (India Standard Time)
15.6,76.3,0,0,0,0,1,300,6,999,999,0,0,1.2,5,1,0,1.68,0.3,24,40,LOW,Fri Mar 27 2026 15:00:44 GMT+0530 (India Standard Time)
34.053,77.477,0,0,0,2,1,5108,2.797545359616874,11.622199162074248,999,1,0,1.2,11,1,1,0.64,0.3,14,40,LOW,Fri Mar 27 2026 15:01:49 GMT+0530 (India Standard Time)
15.6,76.4,0,0,1,1,0,505,0.38188136055323174,999,999,0,0,1.2,5,1,0,3.6799999999999997,0.3,44,40,MEDIUM,Fri Mar 27 2026 15:03:58 GMT+0530 (India Standard Time)
34.353,77.277,0,0,0,1,0,5354,4.05722271888883,17.82651332883312,999,1,0,1.2,83,1,1,0.64,0.3,14,40,LOW,Fri Mar 27 2026 15:11:49 GMT+0530 (India Standard Time)
34.253,77.077,0,0,0,1,0,3155,6.409158147904998,3.21454055280598,999,2,0,1.2,111,1,0,1.04,0.3,18,40,LOW,Fri Mar 27 2026 15:13:07 GMT+0530 (India Standard Time)
34.653,77.377,0,0,0,1,0,3062,0.4773729117354881,18.304174651849696,999,1,0,1.2,8,1,0,1.4400000000000002,0.3,22,40,LOW,Fri Mar 27 2026 15:13:08 GMT+0530 (India Standard Time)
34.553,77.177,0,0,0,0,0,5685,9.249564801038812,20.10413904380444,999,0,0,1.2,126,1,0,0.24,0.3,10,40,LOW,Fri Mar 27 2026 15:13:47 GMT+0530 (India Standard Time)
32.346,78.435,0,0,0,0,0,5149,15.52878537086512,15.136446709770565,999,1,0,1.2,166,1,0,0.64,0.3,14,40,LOW,Fri Mar 27 2026 15:14:46 GMT+0530 (India Standard Time)
32.146,78.535,0,0,0,0,0,4724,15.19141864184746,999,999,0,0,1.2,269,1,0,0.24,0.3,10,40,LOW,Fri Mar 27 2026 15:15:23 GMT+0530 (India Standard Time)
32.546,78.235,0,0,0,0,0,5798,9.6497986097983,999,999,0,0,1.2,66,1,1,0.24,0.3,10,40,LOW,Fri Mar 27 2026 15:15:58 GMT+0530 (India Standard Time)
30.953,79.353,0,0,0,0,0,5717,1.6210011950100296,999,999,0,0,1.2,34,1,0,0.24,0.3,10,40,LOW,Fri Mar 27 2026 15:18:43 GMT+0530 (India Standard Time)
32.446,78.735,0,0,0,0,0,4648,9.384546275246187,9.33753972353078,999,1,0,1.2,118,1,1,0.64,0.3,14,40,LOW,Fri Mar 27 2026 15:19:17 GMT+0530 (India Standard Time)
30.753,79.553,0,0,0,0,0,5168,6.956354806360742,999,999,0,0,1.2,90,1,0,0.24,0.3,10,40,LOW,Fri Mar 27 2026 15:20:14 GMT+0530 (India Standard Time)
33.853,75.477,0.5,1,2,3,1,3469,1.9983643852881152,11.21982509736349,999,1,0,1.2,8,1,0,0.64,0.3,14,40,LOW,Fri Mar 27 2026 15:29:13 GMT+0530 (India Standard Time)
33.653,75.277,0.5,1,2,3,1,2158,4.292442974855414,2.634164727002803,999,2,0,1.2,84,1,1,1.04,0.3,18,40,LOW,Fri Mar 27 2026 15:29:19 GMT+0530 (India Standard Time)
30.553,79.653,0.5,1,2,4,1,3997,4.671179254249575,3.827482620533337,999,2,0,1.2,99,1,1,1.04,0.3,18,40,LOW,Fri Mar 27 2026 15:30:02 GMT+0530 (India Standard Time)
33.453,75.077,0.5,1,2,3,1,2625,10.20902185640004,4.362743594481985,999,2,0,1.2,140,1,1,1.04,0.3,18,40,LOW,Fri Mar 27 2026 15:30:37 GMT+0530 (India Standard Time)
34.553,77.077,0.5,1,2,3,1,300,3,15,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 15:32:17 GMT+0530 (India Standard Time)
34.653,77.277,0.5,1,2,3,1,300,3,15,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 15:33:43 GMT+0530 (India Standard Time)
32.446,78.535,0.5,1,2,3,1,300,3,4.738062112852433,999,2,0,1.2,5,1,0,4.28,0.3,50,40,MEDIUM,Fri Mar 27 2026 15:34:48 GMT+0530 (India Standard Time)
34.453,77.177,0.5,1,2,3,1,5326,1.4753945904648327,999,999,0,0,1.2,30,1,1,1.04,0.3,18,40,LOW,Fri Mar 27 2026 15:34:59 GMT+0530 (India Standard Time)
32.546,78.335,0.5,1,2,3,1,300,3,8.834121079856445,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,42,40,MEDIUM,Fri Mar 27 2026 15:35:00 GMT+0530 (India Standard Time)
