rain_last_1h_peak,rain_last_24h,rain_last_72h,rain_last_7days,rain_next_72h,elevation,slope,distanceFromRiver,distanceFromSea,riverInfluenceScore,coastalInfluenceScore,soilFactor,terrainRoughness,urbanFloodFactor,historicalFloodScore,susceptibilityScore,triggerFactor,riskLevel
0.0,0.0,0.0,1.0,1.0,300,6.0,999.0,999,0,0,1.2,5,1,1,1.68,0.3,LOW
0.0,0.0,1.0,0.0,1.0,300,6.0,999.0,999,0,0,1.2,5,1,1,1.68,0.3,LOW
0.0,0.0,1.0,1.0,0.0,300,6.0,999.0,999,0,0,1.2,5,1,1,1.68,0.3,LOW
0.0,0.0,0.0,2.0,1.0,300,6.0,2.489971153463054,999,2,0,1.2,5,1,1,3.28,0.3,MEDIUM
0.0,0.0,1.0,0.0,0.0,610,0.4296562957645347,7.591645887489881,999,2,0,1.2,5,1,1,4.48,0.3,MEDIUM
0.0,0.0,0.0,0.0,1.0,300,6.0,999.0,999,0,0,1.2,5,1,0,1.68,0.3,LOW
0.0,0.0,0.0,2.0,1.0,5108,2.797545359616874,11.622199162074248,999,1,0,1.2,11,1,1,0.64,0.3,LOW
0.0,0.0,1.0,1.0,0.0,505,0.3818813605532317,999.0,999,0,0,1.2,5,1,0,3.68,0.3,MEDIUM
0.0,0.0,0.0,1.0,0.0,5354,4.05722271888883,17.82651332883312,999,1,0,1.2,83,1,1,0.64,0.3,LOW
0.0,0.0,0.0,1.0,0.0,3155,6.409158147904998,3.21454055280598,999,2,0,1.2,111,1,0,1.04,0.3,LOW
0.0,0.0,0.0,1.0,0.0,3062,0.4773729117354881,18.304174651849696,999,1,0,1.2,8,1,0,1.4400000000000002,0.3,LOW
0.0,0.0,0.0,0.0,0.0,5685,9.249564801038812,20.10413904380444,999,0,0,1.2,126,1,0,0.24,0.3,LOW
0.0,0.0,0.0,0.0,0.0,5149,15.52878537086512,15.136446709770564,999,1,0,1.2,166,1,0,0.64,0.3,LOW
0.0,0.0,0.0,0.0,0.0,4724,15.19141864184746,999.0,999,0,0,1.2,269,1,0,0.24,0.3,LOW
0.0,0.0,0.0,0.0,0.0,5798,9.6497986097983,999.0,999,0,0,1.2,66,1,1,0.24,0.3,LOW
0.0,0.0,0.0,0.0,0.0,5717,1.6210011950100296,999.0,999,0,0,1.2,34,1,0,0.24,0.3,LOW
0.0,0.0,0.0,0.0,0.0,4648,9.384546275246189,9.33753972353078,999,1,0,1.2,118,1,1,0.64,0.3,LOW
0.0,0.0,0.0,0.0,0.0,5168,6.956354806360742,999.0,999,0,0,1.2,90,1,0,0.24,0.3,LOW
0.5,1.0,2.0,3.0,1.0,3469,1.9983643852881152,11.21982509736349,999,1,0,1.2,8,1,0,0.64,0.3,LOW
0.5,1.0,2.0,3.0,1.0,2158,4.292442974855414,2.634164727002803,999,2,0,1.2,84,1,1,1.04,0.3,LOW
0.5,1.0,2.0,4.0,1.0,3997,4.671179254249575,3.827482620533337,999,2,0,1.2,99,1,1,1.04,0.3,LOW
0.5,1.0,2.0,3.0,1.0,2625,10.20902185640004,4.362743594481985,999,2,0,1.2,140,1,1,1.04,0.3,LOW
0.5,1.0,2.0,3.0,1.0,300,3.0,15.0,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,MEDIUM
0.5,1.0,2.0,3.0,1.0,300,3.0,15.0,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,MEDIUM
0.5,1.0,2.0,3.0,1.0,300,3.0,4.738062112852433,999,2,0,1.2,5,1,0,4.28,0.3,MEDIUM
0.5,1.0,2.0,3.0,1.0,5326,1.475394590464833,999.0,999,0,0,1.2,30,1,1,1.04,0.3,LOW
0.5,1.0,2.0,3.0,1.0,300,3.0,8.834121079856445,999,1,0,1.2,5,1,0,3.4800000000000004,0.3,MEDIUM
